Rank,Resume Index,Cosine Similarity,Recruiter Feedback,Candidate Feedback,Resume Snippet
1487,1960,0.01655003275846405,"Semantic Similarity Score: 0.07. Matching Keywords: projects, strong, experience, analysis, data, software. Missing Keywords: candidate, python, expertise, real, seeking, hands, solving, problem, engineer, abilities, demonstrate, world, machine, learning.","Consider adding details to showcase the following skills/keywords: candidate, python, expertise, real, seeking, hands, solving, problem, engineer, abilities, demonstrate, world, machine, learning.","SENIOR HR MANAGER 
 Professional Summary 
 Results - driven and business - oriented professional with strong experience in business operations , full - cycle human resources , and administrative 
 management . Strong business acumen with the ability to execute a wide range of business management , administrative and practical strategies that 
 result in streamlined operations , increased production , workforce optimization , and employee retention . A top rated , proven performer who easily 
 mo..."
1488,532,0.01652791711752166,"Semantic Similarity Score: 0.08. Matching Keywords: experience, problem, seeking. Missing Keywords: candidate, python, expertise, real, hands, projects, software, strong, solving, data, analysis, engineer, abilities, demonstrate, world, machine, learning.","Consider adding details to showcase the following skills/keywords: candidate, python, expertise, real, hands, projects, software, strong, solving, data, analysis, engineer, abilities, demonstrate, world, machine, learning.","LEGAL ASSISTANT 
 Summary 
 Dedicated and focused Administrative AssistantÂ who excels at prioritizing , completing multiple tasks simultaneously and following through to 
 achieve project goals . Seeking a role of increased responsibility and authority . 
 Highlights 
 Fluent in Spanish Results - oriented 
 Microsoft Office proficiency Self - directed 
 Excel spreadsheets Time management 
 Meticulous attention to detail problem solver 
 Accomplishments 
 processes . 
 Served as sole assistant t..."
1489,1080,0.016517395969875857,"Semantic Similarity Score: 0.08. Matching Keywords: experience, projects, analysis, abilities. Missing Keywords: candidate, python, expertise, real, seeking, hands, software, solving, strong, problem, engineer, demonstrate, data, world, machine, learning.","Consider adding details to showcase the following skills/keywords: candidate, python, expertise, real, seeking, hands, software, solving, strong, problem, engineer, demonstrate, data, world, machine, learning.","CONSTRUCTION SAFETY MANAGER 
 Summary 
 With 17 years ' experience in the field , I have accumulated an extensive working experience , education and team building abilities in safety . I will aid 
 in the most effective implementation of procedures to my fullest ability . 
 Experience 
 Construction Safety Manager , 07/2015 to 02/2017 Company Name ï¼​ City , State 
 As the Safety Manager I was responsible for all safety matters in the Northern California area . 
 Trained my workers in fall prote..."
1490,849,0.016488260836365516,"Semantic Similarity Score: 0.08. Matching Keywords: experience, analysis, strong, software. Missing Keywords: candidate, python, expertise, real, seeking, hands, projects, solving, data, problem, engineer, abilities, demonstrate, world, machine, learning.","Consider adding details to showcase the following skills/keywords: candidate, python, expertise, real, seeking, hands, projects, solving, data, problem, engineer, abilities, demonstrate, world, machine, learning.","BUSINESS DEVELOPMENT EXECUTIVE 
 Summary 
 Accomplished sales professional with 20 years of business development and account management experience in both the private and public sector ; 
 healthcare , education and government . Adept at managing intense demands of multiple existing customer accounts and cultivates strong customer 
 relationships . 
 
 NegotiationÂ Strategic account development 
 Financial Analysis Relationship selling 
 Detail OrientedÂ Teamwork 
 Accomplishments 
 Selected to ..."
1491,1292,0.016484532653173532,"Semantic Similarity Score: 0.10. Matching Keywords: projects, strong, experience, analysis, world. Missing Keywords: candidate, python, expertise, real, seeking, hands, software, solving, data, problem, engineer, abilities, demonstrate, machine, learning.","Consider adding details to showcase the following skills/keywords: candidate, python, expertise, real, seeking, hands, software, solving, data, problem, engineer, abilities, demonstrate, machine, learning.","WEB DESIGNER / GRAPHIC DESIGNER 
 Summary 
 To obtain a dynamic , challenging opportunity that contributes to the success of the business via eight years proposal coordination experience and 
 15 years ' experience in graphic layout and design . Make a strong contribution by utilizing and expanding upon work experiences and capabilities , 
 related education , oral , written and interpersonal skills . Positively impact the quality of work , acquisition of new business and client retention goals ..."
1492,1302,0.01648259995111643,"Semantic Similarity Score: 0.09. Matching Keywords: experience, projects, software, abilities. Missing Keywords: candidate, python, expertise, real, seeking, hands, solving, strong, analysis, problem, engineer, demonstrate, data, world, machine, learning.","Consider adding details to showcase the following skills/keywords: candidate, python, expertise, real, seeking, hands, solving, strong, analysis, problem, engineer, demonstrate, data, world, machine, learning.","SENIOR INTERIOR DESIGNER 
 Highlights 
 Microsoft Office Suite ; Apple iWork Suite , Autodesk AutoCAD Architecture 2015 , Buzzsaw , ; : , 
 Illustrator , InDesign and Photoshop ; ; ( web - based interior decorating project management software ) ; 
 ( web - based presentation boards ) ; ; Google Sketch- Up . 
 Accomplishments 
 5 K SF high - end interior fit - out Alterra Group Limited ( Harbor Point Ltd. , Max Capital Group Ltd. ): Interior alterations and fit - outs 
 ... continued .. 
 V ICTOR..."
1493,1998,0.01648152417996726,"Semantic Similarity Score: 0.08. Matching Keywords: experience, real, software. Missing Keywords: candidate, python, expertise, seeking, hands, projects, solving, strong, data, analysis, problem, engineer, abilities, demonstrate, world, machine, learning.","Consider adding details to showcase the following skills/keywords: candidate, python, expertise, seeking, hands, projects, solving, strong, data, analysis, problem, engineer, abilities, demonstrate, world, machine, learning.","DIRECTOR OF HR 
 Executive Profile 
 Ambitious Human Resources who creates strategic alliances with organization leaders to effectively align with and support key business 
 initiatives . and retains high performance teams by hiring , developing and motivating skilled professionals . 
 
 Customer - oriented 
 Professional Experience 
 Director of HR 
 January 2013 to Current Company Name ï¼​ City , State 
 Directly report to the CEO and VP of a 65 - year old real estate property management compa..."
1494,1212,0.016454032512092615,"Semantic Similarity Score: 0.08. Matching Keywords: experience, projects, analysis, real. Missing Keywords: candidate, python, expertise, seeking, hands, software, solving, strong, data, problem, engineer, abilities, demonstrate, world, machine, learning.","Consider adding details to showcase the following skills/keywords: candidate, python, expertise, seeking, hands, software, solving, strong, data, problem, engineer, abilities, demonstrate, world, machine, learning.","CONSULTANT 
 Executive Profile 
 Visionary and genetically upbeat executive with experience managing multiple projects all levels including budgeting and administration . Focused on 
 employee participation and the well being of each stakeholder . 
 
 Process Improvements Public Relations 
 Financial Analysis Compliance / Accountability 
 Human Resources Writing manuals 
 Core Accomplishments 
 Managing businesses : two restaurants with 50 employees , 5 managers and 1.8 M in sales . 
 Managing i..."
1495,162,0.016421034604592478,"Semantic Similarity Score: 0.08. Matching Keywords: solving, strong, experience, problem, data. Missing Keywords: candidate, python, expertise, real, seeking, hands, projects, software, analysis, engineer, abilities, demonstrate, world, machine, learning.","Consider adding details to showcase the following skills/keywords: candidate, python, expertise, real, seeking, hands, projects, software, analysis, engineer, abilities, demonstrate, world, machine, learning.","CUSTOMER SERVICE ADVOCATE 
 Professional Summary 
 Talented Customer Service manager skilled at balancing customer needs and company demands . Effectively builds loyalty and long - term 
 relationships with customers while achieving all individual sales goals . A sales manager skilled in exceeding sales goals and company expectations 
 by expanding client base and maintaining high standards of customer service . Energetic and reliable Retail Sales manager skilled in high - end 
 merchandise envi..."
1496,79,0.01639915985164075,"Semantic Similarity Score: 0.07. Matching Keywords: experience, projects, analysis, data. Missing Keywords: candidate, python, expertise, real, seeking, hands, software, solving, strong, problem, engineer, abilities, demonstrate, world, machine, learning.","Consider adding details to showcase the following skills/keywords: candidate, python, expertise, real, seeking, hands, software, solving, strong, problem, engineer, abilities, demonstrate, world, machine, learning.","STAFF ACCOUNTANT 
 Summary 
 Professional Accountant and with 12 years of experience with accounts receivable and payable . - oriented bookkeeping 
 professional with 3 + years experience applying financial and managerial accounting practices . 
 Skills 
 SAP , Great Plains Dynamics , Sage50 , QuickBooks Pro , ACT , Microsoft Word , Excel ( Pivot tables and VLook Up ) Access , PowerPoint 
 Experience 
 Staff to 09/2017 Company , State 
 Supported Regional Finance Manager with special projects an..."
1497,708,0.01639557629433837,"Semantic Similarity Score: 0.09. Matching Keywords: projects, solving, strong, experience, problem. Missing Keywords: candidate, python, expertise, real, seeking, hands, software, data, analysis, engineer, abilities, demonstrate, world, machine, learning.","Consider adding details to showcase the following skills/keywords: candidate, python, expertise, real, seeking, hands, software, data, analysis, engineer, abilities, demonstrate, world, machine, learning.","MORTGAGE BANKING 
 Summary 
 My goal is to obtain a career associated with a company where I can utilize my skills and gain further experience while enhancing the company 's 
 brand and reputation . 
 Highlights 
 10 + years of Call Center Environment 
 5 + years of Leadership as a Supervisor / Manager Mortgage Default & Originations 
 Customer Escalation Management Loss Mitigation 
 Executive Office Complaint Handling & Resolution Non - IS Auditing 
 Project Management Escalation Resolution Aud..."
1498,1339,0.016352375609097917,"Semantic Similarity Score: 0.08. Matching Keywords: experience, projects, real. Missing Keywords: candidate, python, expertise, seeking, hands, software, solving, strong, data, analysis, problem, engineer, abilities, demonstrate, world, machine, learning.","Consider adding details to showcase the following skills/keywords: candidate, python, expertise, seeking, hands, software, solving, strong, data, analysis, problem, engineer, abilities, demonstrate, world, machine, learning.","INTERIOR DESIGNER 
 Summary 
 Talented and skilled at using product placement and creating uniquely inspiring displays . Collaborates with company 
 headquarters and sales managers to create product display solutions that boost sales revenue . 
 Highlights 
 Store layout design 
 Store communication 
 Interactive displays 
 Store maintenance 
 Common store planning 
 displays 
 AutoCad 
 Working remotely 
 Accomplishments 
 Selected for national brand building campaign , responsible for planning..."
1499,1497,0.01635120630434269,"Semantic Similarity Score: 0.08. Matching Keywords: experience, engineer. Missing Keywords: candidate, python, expertise, real, seeking, hands, projects, software, strong, solving, analysis, problem, demonstrate, abilities, data, world, machine, learning.","Consider adding details to showcase the following skills/keywords: candidate, python, expertise, real, seeking, hands, projects, software, strong, solving, analysis, problem, demonstrate, abilities, data, world, machine, learning.","ENGINEERING INTERN 
 Summary 
 Motivated Entry Level Civil Engineer with technical knowledge and a quality assurance mindset necessary to conquer unforeseen obstacles . 
 Organized , detail - oriented , and efficient work ethics . Committed to high performance and mastering tasks to better future duties . Â Â 
 Relevant Courses 
 Materials of Construction Engineering Leadership 
 Construction Management Foundation Design 
 Reinforced Concrete Environmental Engineering 
 Structural Steel Design S..."
1500,1944,0.016335386473426253,"Semantic Similarity Score: 0.07. Matching Keywords: data, experience, expertise. Missing Keywords: candidate, python, real, seeking, hands, projects, software, strong, solving, analysis, problem, engineer, abilities, demonstrate, world, machine, learning.","Consider adding details to showcase the following skills/keywords: candidate, python, real, seeking, hands, projects, software, strong, solving, analysis, problem, engineer, abilities, demonstrate, world, machine, learning.","HR SPECIALIST 
 Highlights 
 Staffing and recruiting professional 
 Interviewing expertise 
 Recruiting 
 Personnel records maintenance 
 Affirmative Action compliance 
 Fluent in [ Language ] 
 - oriented 
 Microsoft Office expert 
 People - oriented 
 Experience 
 07/2015 to Current 
 HR Specialist Company Name ï¼​ City , State 
 Assisted with the establishment of the hiring process that is currently in use at the George 's Employment and Training Center . 
 Assisted in the creation and implem..."
1501,1260,0.016317011993390165,"Semantic Similarity Score: 0.08. Matching Keywords: expertise, projects, strong, experience, data, software. Missing Keywords: candidate, python, real, seeking, hands, solving, analysis, problem, engineer, abilities, demonstrate, world, machine, learning.","Consider adding details to showcase the following skills/keywords: candidate, python, real, seeking, hands, solving, analysis, problem, engineer, abilities, demonstrate, world, machine, learning.","FORMS DESIGNER 
 Professional Summary 
 Professionally trained [ job title ] with experience ensuring high standards of culturally competent care for wide variety of patients with diverse 
 needs . Responsible [ job title ] with excellent communication skills demonstrated by [ number ] years of experience in healthcare . 
 Skills 
 Strong clinical judgment 
 Safe NG tube insertion and removal 
 High level of autonomy 
 Thorough physical assessments 
 Patient / family focused 
 Tracheotomy care 
..."
1502,1654,0.01631251567277487,"Semantic Similarity Score: 0.07. Matching Keywords: expertise, projects, experience, analysis, data. Missing Keywords: candidate, python, real, seeking, hands, software, solving, strong, problem, engineer, abilities, demonstrate, world, machine, learning.","Consider adding details to showcase the following skills/keywords: candidate, python, real, seeking, hands, software, solving, strong, problem, engineer, abilities, demonstrate, world, machine, learning.","FINANCE MANAGER 
 Summary 
 Highly organized and detail - focused Accounting Technician with an exceptional track record of accurately handling financial reporting in deadline- 
 oriented environments . Skilled in recording transactions , posting debits and credits , reconciling accounts , and ensuring accuracy and completeness 
 of data . Expertise in developing and delivering monthly , quarterly , and annual financial statements within tight deadlines . Proficiency in managing 
 accounts payab..."
1503,1416,0.016292685153061773,"Semantic Similarity Score: 0.09. Matching Keywords: data, experience, analysis, strong. Missing Keywords: candidate, python, expertise, real, seeking, hands, projects, software, solving, problem, engineer, abilities, demonstrate, world, machine, learning.","Consider adding details to showcase the following skills/keywords: candidate, python, expertise, real, seeking, hands, projects, software, solving, problem, engineer, abilities, demonstrate, world, machine, learning.","DIGITAL MERCHANDISING ANALYST 
 Summary 
 Bring six years of experience across Marketing , Merchandising , Finance and Retail to help build strong cross - functional working relationships in 
 order to enhance the profit and reach of Digital Marketing and Social Media to consumers . 
 Experience 
 Digital Merchandising Analyst 09/2014 to Current 
 Company , State 
 Report on sales trends and observations to influence merchandising decisions . 
 Apply search term reporting and SEO ranking results..."
1504,417,0.016266034174905054,"Semantic Similarity Score: 0.08. Matching Keywords: projects, strong, experience, abilities, learning. Missing Keywords: candidate, python, expertise, real, seeking, hands, solving, analysis, problem, engineer, demonstrate, data, world, machine, software.","Consider adding details to showcase the following skills/keywords: candidate, python, expertise, real, seeking, hands, solving, analysis, problem, engineer, demonstrate, data, world, machine, software.","SHIFT SUPERVISOR 
 Summary 
 Service - oriented Shift Supervisor with 2 1/2 years background in training workers , and maintaining a strong relationship with my workers an 
 customers . Core competencies include leadership , determination and dedication as well as excellent communication and time management skills . 
 Handles tasks with accuracy and efficiency . 
 Education and 
 May 2016 
 Associate of International Business : International Business/ Politics Monroe Community College ï¼​ City ,..."
1505,1878,0.016251951991254586,"Semantic Similarity Score: 0.11. Matching Keywords: experience, projects, expertise, data. Missing Keywords: candidate, python, real, seeking, hands, software, solving, strong, analysis, problem, engineer, abilities, demonstrate, world, machine, learning.","Consider adding details to showcase the following skills/keywords: candidate, python, real, seeking, hands, software, solving, strong, analysis, problem, engineer, abilities, demonstrate, world, machine, learning.","EXECUTIVE DIRECTOR 
 Experience 
 EXECUTIVE DIRECTOR , 10/2017 to 09/2019 
 Company Name â€ “ City , State 
 Developed strategy and led implementation of an end - to - end employer service model focused on Employer Groups and Brokers resolving 
 and avoiding escalated issues . 
 Fostered a culture focused on achieving high customer satisfaction and streamlined operations . 
 and delivered new service model strategy focused on customer - centric issue resolution and increased first - touch resolu..."
1506,1417,0.0162370064235164,"Semantic Similarity Score: 0.08. Matching Keywords: data, experience, analysis, solving. Missing Keywords: candidate, python, expertise, real, seeking, hands, projects, software, strong, problem, engineer, abilities, demonstrate, world, machine, learning.","Consider adding details to showcase the following skills/keywords: candidate, python, expertise, real, seeking, hands, projects, software, strong, problem, engineer, abilities, demonstrate, world, machine, learning.","SALES REPRESENTATIVE 
 Highlights 
 Business Tools : SAAS , Microsoft Access , Excel , , Power Point , InDesign , , Salesforce , 
 Experience 
 03/2014 to Current 
 Sales Representative Company Name ï¼​ City , State 
 Responsible for the day - to - day relationship management of over 40 unique clients regarding planning , production , marketing , sales and 
 distribution of 's yearbook program . 
 Key priorities include maintaining current account volume of over 700k and developing new business ..."
1507,212,0.016229645266543705,"Semantic Similarity Score: 0.07. Matching Keywords: experience, problem, strong, data. Missing Keywords: candidate, python, expertise, real, seeking, hands, projects, software, solving, analysis, engineer, abilities, demonstrate, world, machine, learning.","Consider adding details to showcase the following skills/keywords: candidate, python, expertise, real, seeking, hands, projects, software, solving, analysis, engineer, abilities, demonstrate, world, machine, learning.","CONSUMER ADVOCATE 
 Summary 
 To obtain a position that would utilize my strong customer service , communication , and leadership skills and offer opportunity for continued 
 professional growth and development . 
 Skills 
 Results - oriented File / records maintenance 
 - focused Training and development 
 Quick learner File / records maintenance 
 Computer proficient Microsoft Office 
 Experience 
 09/2016 to Current 
 Consumer Advocate Company Name ï¼​ City , State 
 Assist consumers in signi..."
1508,218,0.01619432821758914,"Semantic Similarity Score: 0.07. Matching Keywords: data, experience, analysis, seeking. Missing Keywords: candidate, python, expertise, real, hands, projects, software, strong, solving, problem, engineer, abilities, demonstrate, world, machine, learning.","Consider adding details to showcase the following skills/keywords: candidate, python, expertise, real, hands, projects, software, strong, solving, problem, engineer, abilities, demonstrate, world, machine, learning.","DISABILITY ADVOCATE 
 Professional Summary 
 Dedicated Public Health Administrator , adept at public and community relations , staff development and project management . Seeking an 
 opportunity to merge managerial experience with the public health field , resulting in improved patient care and increased company rate of 
 investment return . 
 Education and Training 
 East Stroudsburg University 2016 Bachelor of Science : Public Health Health Services Administration Public Health , Health Studie..."
1509,992,0.016194286786315504,"Semantic Similarity Score: 0.07. Matching Keywords: real, projects, strong, experience, analysis, problem, data. Missing Keywords: candidate, python, expertise, seeking, hands, software, solving, engineer, abilities, demonstrate, world, machine, learning.","Consider adding details to showcase the following skills/keywords: candidate, python, expertise, seeking, hands, software, solving, engineer, abilities, demonstrate, world, machine, learning.","PROJECT MANAGER AND PHOTOGRAPHER 
 Summary 
 Executive Assistant who is skilled at multi - tasking and maintaining a strong attention to detail . Employs professionalism and superior communication 
 skills to meet client and company needs . Highly focused and results - oriented office professional who successfully supports complex , deadline- 
 driven operations . Customer - oriented and computer - savvy . 
 Highlights 
 Microsoft Office proficiency 
 Articulate and well - spoken 
 Excel spreads..."
1510,987,0.01615490772452668,"Semantic Similarity Score: 0.07. Matching Keywords: data, experience, problem, world. Missing Keywords: candidate, python, expertise, real, seeking, hands, projects, software, strong, solving, analysis, engineer, abilities, demonstrate, machine, learning.","Consider adding details to showcase the following skills/keywords: candidate, python, expertise, real, seeking, hands, projects, software, strong, solving, analysis, engineer, abilities, demonstrate, machine, learning.","ROOM CHEF 
 Summary 
 Motivated , personable professional with broad range of food and beverage experience , as well as experience with some of the world 's leading 
 hotel management companies in customer service and guest relations . Very quick learner and great when performing alone or with a team . Flexible 
 and versatile , very organized , and eager to anticipate challenges at a higher level . 
 Highlights 
 Scheduling proficiencyStandard operating procedures 
 Problem resolution 
 Deadlin..."
1511,1638,0.01615227560722101,"Semantic Similarity Score: 0.09. Matching Keywords: expertise, solving, strong, experience, analysis, software. Missing Keywords: candidate, python, real, seeking, hands, projects, data, problem, engineer, abilities, demonstrate, world, machine, learning.","Consider adding details to showcase the following skills/keywords: candidate, python, real, seeking, hands, projects, data, problem, engineer, abilities, demonstrate, world, machine, learning.","FINANCE ANALYST 
 Summary 
 Obtain a job as an Executive in your Company to provide financial expertise , 9 years of BPO Finance expertise , strong critical thinking skills , 
 computer skills , and to contribute to the success of the business 
 Highlights 
 STRENGTHS : 
 Achievement Oriented with Excellent Communication 
 People Management Skills 
 Team Worker . 
 Ability to Manage Change with ease 
 Adaptability to Flexible Working Hours . 
 Excellent Negotiation and Analysis Skills 
 Quick le..."
1512,191,0.016134665171611186,"Semantic Similarity Score: 0.06. Matching Keywords: experience, problem, strong. Missing Keywords: candidate, python, expertise, real, seeking, hands, projects, software, solving, data, analysis, engineer, abilities, demonstrate, world, machine, learning.","Consider adding details to showcase the following skills/keywords: candidate, python, expertise, real, seeking, hands, projects, software, solving, data, analysis, engineer, abilities, demonstrate, world, machine, learning.","ADVOCATE / ESCALATION SPECIALIST 
 Summary 
 Experienced with over 10 years in high - level executive support roles . Organized , professional , and committed to delivering high quality results with 
 little supervision . Â Jack of all trades and wearer of many hats . 
 Highlights 
 Results - oriented Dedicated team player 
 Self - directed Strong interpersonal skills 
 problem solver Microsoft Office proficiency 
 Experience 
 Client Advocate / Escalation Specialist Nov 2015 to May 2016 
 Compa..."
1513,407,0.016108343406275275,"Semantic Similarity Score: 0.06. Matching Keywords: data, experience, strong, software. Missing Keywords: candidate, python, expertise, real, seeking, hands, projects, solving, analysis, problem, engineer, abilities, demonstrate, world, machine, learning.","Consider adding details to showcase the following skills/keywords: candidate, python, expertise, real, seeking, hands, projects, solving, analysis, problem, engineer, abilities, demonstrate, world, machine, learning.","PRODUCTION ASSISTANT INTERN 
 Summary 
 Energetic and dedicated film student currently completing degree in media management and production . Strong interests in creative development , 
 character writing and acting . 
 Experience 
 Production assistant intern Oct 2015 to Jan 2016 
 Company Name ï¼​ City , State 
 Assist casting directors , producers and actors with audition process 
 Organize schedules , video and audio files 
 Handle cameras and various production equipment 
 Assisting with se..."
1514,827,0.01608547798380821,"Semantic Similarity Score: 0.10. Matching Keywords: solving, experience, analysis, problem, data. Missing Keywords: candidate, python, expertise, real, seeking, hands, projects, software, strong, engineer, abilities, demonstrate, world, machine, learning.","Consider adding details to showcase the following skills/keywords: candidate, python, expertise, real, seeking, hands, projects, software, strong, engineer, abilities, demonstrate, world, machine, learning.","BUSINESS DEVELOPMENT SPECIALIST 
 Professional Overview 
 Results - oriented Sales and Business Development leader with Technical Background 
 Skill Highlights 
 Works well in a team environment and independent assignments 
 Excellent written , oral , and interpersonal communication skills 
 Proficient with SAP CRM , MS Office applications , advanced 
 analytical , problem - solving , and conceptual skills 
 typing skills 
 Self - motivated , with the ability to plan , schedule and prioritize 
 ..."
1515,875,0.01606907942968841,"Semantic Similarity Score: 0.08. Matching Keywords: experience, abilities. Missing Keywords: candidate, python, expertise, real, seeking, hands, projects, software, strong, solving, analysis, problem, engineer, demonstrate, data, world, machine, learning.","Consider adding details to showcase the following skills/keywords: candidate, python, expertise, real, seeking, hands, projects, software, strong, solving, analysis, problem, engineer, demonstrate, data, world, machine, learning.","BUSINESS DEVELOPMENT MANAGER 
 Summary 
 Innovative bilingual sales executive with more than 6 years of sales experience in and USA Successful at acquiring , expanding and 
 managing key corporate accounts Core Qualifications Excellent Customer Service Skills Excellent research abilities Customer Retention 
 Negotiation Skills Tactfulness Â​ to generate positive company image Contract review 
 Experience 
 Business Development Manager 05/2010 to Current 
 Company , State 
 Responsible of the sel..."
1516,72,0.01604212557984985,"Semantic Similarity Score: 0.08. Matching Keywords: experience, problem, strong, data. Missing Keywords: candidate, python, expertise, real, seeking, hands, projects, software, solving, analysis, engineer, abilities, demonstrate, world, machine, learning.","Consider adding details to showcase the following skills/keywords: candidate, python, expertise, real, seeking, hands, projects, software, solving, analysis, engineer, abilities, demonstrate, world, machine, learning.","ACCOUNTANT 
 Summary 
 Reliable Customer Service Representative with extensive track record in demanding sales and account management environments . 
 Personable and responsible Cashier with 2 years in retail and customer service . Solid team player with upbeat , positive attitude . 
 Results - driven with proven ability to establish rapport with clients . 
 Highlights 
 Strong organizational skills Account management 
 Active listening skills Results - oriented 
 Sharp problem solver Self - dir..."
1517,1922,0.016023467416476173,"Semantic Similarity Score: 0.07. Matching Keywords: world, experience, learning, abilities. Missing Keywords: candidate, python, expertise, real, seeking, hands, projects, solving, strong, analysis, problem, engineer, demonstrate, data, machine, software.","Consider adding details to showcase the following skills/keywords: candidate, python, expertise, real, seeking, hands, projects, solving, strong, analysis, problem, engineer, demonstrate, data, machine, software.","HEALTHCARE CONSULTANT 
 Executive Profile 
 seminars and 200 media interviews , executive health / longevity expert and corporate wellness consultant . Created award - winning preventive 
 care / patient education center in Family Medicine Residency . Developed residential wellness program at world - renowned Cooper Clinic in 
 from ground floor . Administered $ 800,000 Kellogg Foundation grant to train physicians for Public Health and Preventive Medicine . Developed 
 innovative nutritional sys..."
1518,1104,0.016007354622594637,"Semantic Similarity Score: 0.07. Matching Keywords: experience, projects. Missing Keywords: candidate, python, expertise, real, seeking, hands, software, solving, strong, data, analysis, problem, engineer, abilities, demonstrate, world, machine, learning.","Consider adding details to showcase the following skills/keywords: candidate, python, expertise, real, seeking, hands, software, solving, strong, data, analysis, problem, engineer, abilities, demonstrate, world, machine, learning.","SENIOR CONSTRUCTION PROJECT MANAGER 
 Professional Summary 
 Senior Construction Manager EPCM Safety / Mitigation , , rules , regulations , work procedures and emergency response . Design , Standards , 
 Land Development , Infrastructure , Wet and Dry ( PGE / SCE ) utilities , Road Paving / Engineering , Caltrans / Public Works , Permits and Traffic 
 Control . Twenty+ years experience on a team oriented , multi - disciplinary environment in the commercial , industrial and residential field . 
 ..."
1519,1958,0.016002483719537216,"Semantic Similarity Score: 0.07. Matching Keywords: projects, solving, experience, problem, data. Missing Keywords: candidate, python, expertise, real, seeking, hands, software, strong, analysis, engineer, abilities, demonstrate, world, machine, learning.","Consider adding details to showcase the following skills/keywords: candidate, python, expertise, real, seeking, hands, software, strong, analysis, engineer, abilities, demonstrate, world, machine, learning.","HR SPECIALIST 
 Summary 
 Results - driven professional with comprehensive experience in human resources , customer service , and financial services ; strengths include 
 problem - solving , strategic thinking and creativity ; known as a self - motivated individual with the ability to work well with others in fast - paced 
 environments with outstanding communication skills . 
 Highlights 
 Recruiting 
 New hire orientation 
 Employee relations 
 Exceptional interpersonal skills 
 Personnel reco..."
1520,2447,0.015993281976455796,"Semantic Similarity Score: 0.07. Matching Keywords: experience, expertise, learning. Missing Keywords: candidate, python, real, seeking, hands, projects, solving, strong, data, analysis, problem, engineer, abilities, demonstrate, world, machine, software.","Consider adding details to showcase the following skills/keywords: candidate, python, real, seeking, hands, projects, solving, strong, data, analysis, problem, engineer, abilities, demonstrate, world, machine, software.","SCIENCE TEACHER 
 Summary 
 Dedicated Teacher adept at challenging students to reach their full potential . Ensures that every student is progressing and is held to high 
 expectations . 
 Highlights 
 Skills : 
 Tutoring experience 
 Computer Proficiency in Microsoft word Excel , and Power point 
 Standardized testing 
 planning expertise 
 IEP familiarity 
 Experience 
 09/2005 to Current 
 Science Teacher Company Name ï¼​ City , State 
 7th and 8th Grade 
 Implemented 8th grade curriculum thr..."
1521,1648,0.015985624670801873,"Semantic Similarity Score: 0.08. Matching Keywords: expertise, projects, experience, analysis, problem, software. Missing Keywords: candidate, python, real, seeking, hands, solving, strong, data, engineer, abilities, demonstrate, world, machine, learning.","Consider adding details to showcase the following skills/keywords: candidate, python, real, seeking, hands, solving, strong, data, engineer, abilities, demonstrate, world, machine, learning.","FINANCE CONTROLLER 
 Summary 
 Established goals and objectives , developed policies and procedures , recruited and trained staff , initiated and enhanced automated systems . 
 Turned around "" problem areas "" . Ensures compliance with and knowledge of governmental regulations and requirements . Defined and closely 
 monitored short - and long - term goals and objectives for all departments . at interacting with broad populations including senior management , 
 staff , patients , and external aud..."
1522,260,0.015980277400533944,"Semantic Similarity Score: 0.09. Matching Keywords: experience, projects, strong, learning. Missing Keywords: candidate, python, expertise, real, seeking, hands, solving, data, analysis, problem, engineer, abilities, demonstrate, world, machine, software.","Consider adding details to showcase the following skills/keywords: candidate, python, expertise, real, seeking, hands, solving, data, analysis, problem, engineer, abilities, demonstrate, world, machine, software.","CHIEF ADMINISTRATIVE OFFICER 
 Executive Profile 
 EXECUTIVE DIRECTOR Experienced , performance - driven executive with a record of providing leadership in strategic planning , program design 
 and implementation , performance measurement and employee engagement . Action - driven senior management executive with 10 + years of 
 measurable results - improving operations , building collaborative relationships , developing high performing staff and effectively managing budgets . 
 Visionary leader ..."
1523,672,0.015972274023980108,"Semantic Similarity Score: 0.09. Matching Keywords: experience, projects, analysis, data. Missing Keywords: candidate, python, expertise, real, seeking, hands, software, solving, strong, problem, engineer, abilities, demonstrate, world, machine, learning.","Consider adding details to showcase the following skills/keywords: candidate, python, expertise, real, seeking, hands, software, solving, strong, problem, engineer, abilities, demonstrate, world, machine, learning.","FINANCIAL ANALYST 
 Highlights 
 Microsoft Excel and PowerPoint ( intermediate ) , Capital IQ ( intermediate ) , FactSet ( intermediate ) , SNL ( intermediate ) , 
 ( beginner / intermediate ) , SPSS ( intermediate ) 
 Experience 
 Company Name July 2015 to Current Financial Analyst 
 City , State 
 Support CEO and corporate operating committee directly by shaping and implementing AIG 's strategy on a global level Initiate , evaluate 
 and execute M&A deals and innovation investments in order to..."
